Sample_ID,Nest_ID,Site_Number,Sdag_C293,Sol_55,Sol_6,C147,i_130,i_120_PigTail,C368_PigTail,C334,C121_PigTail,C485,C259,C294,i_113,Sol_J1,Jackstraw_PigTail,i_109,C216_pigtail
ARG05_47i,ARG05_47,1,245,177,95,73,275,314,209,199,161,NA,225,98,165,284,113,156,227
ARG05_47j,ARG05_47,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,154,225
ARG05_47j,ARG05_47,1,245,177,95,73,275,314,209,199,161,NA,225,98,165,284,113,156,227
ARG05_47k,ARG05_47,1,245,177,95,73,275,312,205,199,161,NA,225,98,165,284,113,154,225
ARG05_47k,ARG05_47,1,245,177,95,73,275,314,209,199,161,NA,225,98,165,284,113,156,225
ARG05_47male,ARG05_47,1,245,177,95,73,275,314,209,199,161,114,225,98,165,284,113,NA,NA
ARG05_47male,ARG05_47,1,245,177,95,73,275,314,209,199,161,114,225,98,165,284,113,NA,NA
ARG05_48a,ARG05_48,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,209
ARG05_48a,ARG05_48,1,247,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,225
ARG05_48c,ARG05_48,1,245,177,95,73,275,312,205,199,161,114,225,98,165,284,113,156,225
ARG05_48c,ARG05_48,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_48d,ARG05_48,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_48d,ARG05_48,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_48e,ARG05_48,1,247,177,95,73,275,314,207,199,161,114,225,98,165,284,113,154,209
ARG05_48e,ARG05_48,1,247,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,209
ARG05_48g,ARG05_48,1,241,177,95,73,275,312,205,199,161,114,225,98,165,284,113,156,225
ARG05_48g,ARG05_48,1,241,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_48h,ARG05_48,1,241,177,95,NA,275,312,205,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_48h,ARG05_48,1,241,177,95,NA,275,312,205,NA,161,NA,225,NA,NA,284,NA,NA,NA
ARG05_48i,ARG05_48,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,209
ARG05_48i,ARG05_48,1,247,177,95,73,275,314,207,199,161,NA,225,98,165,284,113,156,225
ARG05_48j,ARG05_48,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,225
ARG05_48j,ARG05_48,1,245,177,95,73,275,312,207,199,161,NA,225,98,165,284,113,156,225
ARG05_48k,ARG05_48,1,245,177,95,73,275,312,205,199,161,NA,225,98,165,284,113,156,209
ARG05_48k,ARG05_48,1,247,177,95,73,275,314,207,199,161,NA,225,98,165,284,113,156,225
ARG05_48male,ARG05_48,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_48male,ARG05_48,1,245,177,95,73,275,312,207,199,161,114,225,98,165,284,113,156,225
ARG05_49a,ARG05_49,2,247,177,84,73,275,318,209,199,159,114,225,98,163,278,113,154,219
ARG05_49a,ARG05_49,2,249,177,84,73,275,318,209,199,159,114,225,100,163,278,115,154,223
ARG05_49male,ARG05_49,2,NA,177,84,73,275,318,209,199,159,114,225,98,163,278,113,154,219
ARG05_49male,ARG05_49,2,NA,177,84,73,275,318,209,199,159,114,225,98,163,278,113,154,219
ARG05_50a,ARG05_50,2,249,177,93,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_50a,ARG05_50,2,249,177,93,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_50male,ARG05_50,2,NA,177,93,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_50male,ARG05_50,2,NA,177,93,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_51a,ARG05_51,2,247,177,84,73,275,312,207,195,159,116,213,98,165,278,115,154,223
ARG05_51a,ARG05_51,2,247,177,93,73,275,318,209,199,159,116,225,98,165,278,115,154,223
ARG05_51male,ARG05_51,2,NA,177,93,73,275,318,209,199,159,116,225,98,165,278,113,154,221
ARG05_51male,ARG05_51,2,NA,177,93,73,275,318,209,199,159,116,225,98,165,278,113,154,221
ARG05_52a,ARG05_52,2,247,177,84,73,275,320,209,199,159,114,223,98,165,278,115,154,219
ARG05_52a,ARG05_52,2,247,177,84,73,275,320,209,199,159,114,223,98,165,278,115,154,219
ARG05_52male,ARG05_52,2,NA,177,84,73,275,318,209,199,159,114,223,98,165,278,115,154,219
ARG05_52male,ARG05_52,2,NA,177,84,73,275,318,209,199,159,114,223,98,165,278,115,154,219
ARG05_53a,ARG05_53,2,245,177,93,73,275,318,207,195,159,116,213,98,165,278,113,154,221
ARG05_53a,ARG05_53,2,245,177,93,73,275,318,207,195,159,116,225,98,165,278,115,154,223
ARG05_53male,ARG05_53,2,NA,177,93,73,275,318,207,195,159,116,213,98,165,278,115,154,223
ARG05_53male,ARG05_53,2,NA,177,93,73,275,318,207,195,159,116,213,98,165,278,115,154,223
ARG05_54a,ARG05_54,2,247,177,95,73,275,312,207,199,161,114,217,98,165,284,113,156,225
ARG05_54a,ARG05_54,2,247,177,95,73,275,312,207,199,161,114,217,98,165,284,113,156,225
ARG05_54male,ARG05_54,2,247,177,95,73,275,312,207,199,161,114,217,98,165,NA,NA,156,225
ARG05_54male,ARG05_54,2,247,177,95,73,275,312,207,199,161,114,217,98,165,NA,NA,156,225
ARG05_55a,ARG05_55,2,245,177,93,73,275,318,207,195,159,114,213,98,165,276,113,154,219
ARG05_55a,ARG05_55,2,249,177,93,73,275,318,209,199,159,114,223,100,165,278,115,154,223
ARG05_55male,ARG05_55,2,249,177,93,73,275,318,207,199,159,114,223,100,165,276,115,154,223
ARG05_55male,ARG05_55,2,249,177,93,73,275,318,207,199,159,114,223,100,165,276,115,154,223
ARG05_56a,ARG05_56,2,245,177,84,73,275,318,209,195,159,114,213,98,165,278,113,154,219
ARG05_56a,ARG05_56,2,247,177,84,73,275,320,209,199,159,114,223,98,165,278,115,154,223
ARG05_56male,ARG05_56,2,249,177,84,73,NA,NA,209,199,159,114,223,98,165,278,115,154,219
ARG05_56male,ARG05_56,2,249,177,84,73,NA,NA,209,199,159,114,223,98,165,278,115,154,219
ARG05_57a,ARG05_57,2,245,177,84,73,275,318,209,195,159,114,223,98,165,278,113,154,223
ARG05_57a,ARG05_57,2,249,177,93,73,275,318,209,199,159,114,225,100,165,278,115,154,223
ARG05_57male,ARG05_57,2,249,177,93,73,275,320,209,199,159,114,223,98,165,278,115,154,223
ARG05_57male,ARG05_57,2,249,177,93,73,275,320,209,199,159,114,223,98,165,278,115,154,223
ARG05_58a,ARG05_58,2,249,177,84,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_58a,ARG05_58,2,249,177,93,73,275,318,209,199,159,114,223,100,165,278,115,154,223
ARG05_58male,ARG05_58,2,249,177,84,73,275,318,207,199,159,114,223,100,165,278,115,154,223
ARG05_58male,ARG05_58,2,249,177,84,73,275,318,207,199,159,114,223,100,165,278,115,154,223
ARG05_59a,ARG05_59,2,247,177,84,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_59a,ARG05_59,2,249,177,93,73,275,318,209,199,159,114,223,100,165,278,115,154,223
ARG05_59male,ARG05_59,2,247,177,93,73,275,318,209,199,159,114,223,NA,165,278,115,154,223
ARG05_59male,ARG05_59,2,247,177,93,73,275,318,209,199,159,114,223,NA,165,278,115,154,223
ARG05_60a,ARG05_60,2,249,177,84,73,275,320,207,199,159,114,223,98,165,278,115,154,219
ARG05_60a,ARG05_60,2,249,177,93,73,275,320,209,199,159,114,223,100,165,278,115,154,223
ARG05_60male,ARG05_60,2,249,177,84,73,275,320,207,199,159,114,223,100,165,278,115,154,221
ARG05_60male,ARG05_60,2,249,177,84,73,275,320,207,199,159,114,223,100,165,278,115,154,221
ARG05_61a,ARG05_61,2,249,177,84,73,275,318,207,199,159,114,223,98,165,278,115,154,219
ARG05_61a,ARG05_61,2,249,177,84,73,275,320,207,199,159,114,223,100,165,278,115,154,223
ARG05_61male,ARG05_61,2,249,177,84,73,275,318,207,199,159,114,223,NA,165,NA,NA,154,223
ARG05_61male,ARG05_61,2,249,177,84,73,275,318,207,199,159,114,223,NA,165,NA,NA,154,223
ARG05_62a,ARG05_62,2,249,177,93,73,275,318,207,199,159,114,223,100,165,276,115,154,223
ARG05_62a,ARG05_62,2,249,177,93,73,275,318,207,199,159,114,223,100,165,276,115,154,223
ARG05_62male,ARG05_62,2,249,177,93,73,275,318,207,199,159,114,223,100,165,276,115,154,223
ARG05_62male,ARG05_62,2,249,177,93,73,275,318,207,199,159,114,223,100,165,276,115,154,223
ARG05_63male,ARG05_63,2,249,177,84,73,275,318,209,195,159,114,223,98,165,278,113,154,219
ARG05_63male,ARG05_63,2,249,177,84,73,275,318,209,195,159,114,223,98,165,278,113,154,219
ARG05_64a,ARG05_64,2,243,177,95,73,275,314,200,199,161,114,225,98,165,284,113,156,209
ARG05_64a,ARG05_64,2,247,177,95,73,275,314,200,199,161,114,225,98,165,284,113,156,219
ARG05_64male,ARG05_64,2,247,177,95,73,275,314,200,199,161,114,225,98,165,284,113,156,209
ARG05_64male,ARG05_64,2,247,177,95,73,275,314,200,199,161,114,225,98,165,284,113,156,209
ARG05_65a,ARG05_65,2,243,177,95,76,275,320,207,199,163,114,223,98,165,284,113,156,209
ARG05_65a,ARG05_65,2,243,177,95,76,275,320,207,199,163,114,223,98,165,284,113,156,209
ARG05_66a,ARG05_66,2,243,177,95,73,275,314,205,199,161,114,223,98,165,286,113,156,219
ARG05_66a,ARG05_66,2,245,177,95,76,275,314,207,199,161,114,223,98,165,286,113,156,223
ARG05_66male,ARG05_66,2,243,177,95,73,275,314,205,199,161,114,223,98,165,286,113,156,223
ARG05_66male,ARG05_66,2,243,177,95,73,275,314,205,199,161,114,223,98,165,286,113,156,223
ARG05_67a,ARG05_67,2,245,177,84,73,279,318,209,199,159,116,217,98,165,278,113,154,223
ARG05_67a,ARG05_67,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,156,223
ARG05_67male,ARG05_67,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,154,223
ARG05_67male,ARG05_67,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,154,223
ARG05_68a,ARG05_68,2,245,177,84,73,279,318,209,199,159,114,217,98,165,278,113,154,223
ARG05_68a,ARG05_68,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,156,223
ARG05_68male,ARG05_68,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,154,223
ARG05_68male,ARG05_68,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,154,223
ARG05_69male,ARG05_69,2,247,177,84,73,275,318,209,199,159,114,225,98,163,278,113,154,219
ARG05_69male,ARG05_69,2,247,177,84,73,275,318,209,199,159,114,225,98,163,278,113,154,219
ARG05_70a,ARG05_70,2,245,177,93,73,275,318,209,199,159,116,217,98,165,278,113,156,223
ARG05_70a,ARG05_70,2,245,177,93,73,279,318,209,199,159,116,217,98,165,278,113,156,223
ARG05_70male,ARG05_70,2,245,177,93,73,279,318,209,199,159,114,217,98,165,278,113,156,223
ARG05_70male,ARG05_70,2,245,177,93,73,279,318,209,199,159,114,217,98,165,278,113,156,223
ARG05_71a,ARG05_71,2,245,177,84,73,279,318,209,199,159,114,217,98,165,278,113,156,223
ARG05_71a,ARG05_71,2,245,177,84,73,279,318,209,199,159,116,225,98,165,278,113,156,223
ARG05_71male,ARG05_71,2,245,177,93,73,279,318,209,199,159,114,217,98,165,278,113,154,223
ARG05_71male,ARG05_71,2,245,177,93,73,279,318,209,199,159,114,217,98,165,278,113,154,223
ARG05_72male,ARG05_72,2,245,177,84,73,279,318,209,199,159,114,225,98,165,278,113,156,223
ARG05_72male,ARG05_72,2,245,177,84,73,279,318,209,199,159,114,225,98,165,278,113,156,223
ARG05_73a,ARG05_73,2,243,177,95,73,275,314,207,199,159,114,217,98,165,283,113,156,219
ARG05_73a,ARG05_73,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,227
ARG05_73male,ARG05_73,2,243,177,95,73,275,320,NA,199,NA,114,223,98,165,286,113,154,219
ARG05_73male,ARG05_73,2,243,177,95,73,275,320,NA,199,NA,114,223,98,165,286,113,154,219
ARG05_74a,ARG05_74,2,247,177,95,76,275,312,205,199,161,114,223,98,165,283,113,156,227
ARG05_74a,ARG05_74,2,247,177,95,76,275,314,205,199,161,114,223,98,165,284,113,156,227
ARG05_74male,ARG05_74,2,247,177,95,76,275,312,207,199,161,114,223,98,165,283,113,156,219
ARG05_74male,ARG05_74,2,247,177,95,76,275,312,207,199,161,114,223,98,165,283,113,156,219
ARG05_75a,ARG05_75,2,237,177,95,73,275,312,207,199,159,114,217,98,161,283,113,154,225
ARG05_75a,ARG05_75,2,243,177,95,73,275,312,207,199,159,116,226,98,161,283,113,154,225
ARG05_75male,ARG05_75,2,237,177,95,73,275,312,207,199,159,116,223,98,161,283,113,154,225
ARG05_75male,ARG05_75,2,237,177,95,73,275,312,207,199,159,116,223,98,161,283,113,154,225
ARG05_76a,ARG05_76,2,243,177,95,73,275,314,207,199,163,114,217,98,161,283,113,154,223
ARG05_76a,ARG05_76,2,245,177,95,73,275,314,207,199,163,114,217,98,161,284,113,154,223
ARG05_76male,ARG05_76,2,245,177,95,73,275,314,207,199,163,114,217,98,161,284,113,154,225
ARG05_76male,ARG05_76,2,245,177,95,73,275,314,207,199,163,114,217,98,161,284,113,154,225
ARG05_77a,ARG05_77,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,225
ARG05_77a,ARG05_77,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,225
ARG05_77male,ARG05_77,2,245,177,95,73,275,312,207,199,161,114,223,98,165,283,113,NA,223
ARG05_77male,ARG05_77,2,245,177,95,73,275,312,207,199,161,114,223,98,165,283,113,NA,223
ARG05_78a,ARG05_78,2,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG05_78a,ARG05_78,2,243,177,95,73,275,314,207,199,163,114,225,98,165,286,113,156,219
ARG05_78male,ARG05_78,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARG05_78male,ARG05_78,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARG05_79a,ARG05_79,2,243,177,95,73,275,312,207,199,161,114,217,98,165,284,113,156,209
ARG05_79a,ARG05_79,2,245,177,95,73,275,312,207,199,161,114,223,98,165,284,113,156,223
ARG05_80a,ARG05_80,2,237,177,95,73,275,314,207,199,161,116,217,98,165,283,113,156,227
ARG05_80a,ARG05_80,2,237,177,95,73,275,314,207,199,161,116,223,98,165,284,113,156,227
ARG05_80male,ARG05_80,2,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,219
ARG05_80male,ARG05_80,2,245,177,95,73,275,314,207,199,161,114,217,98,165,284,113,156,219
ARG05_81a,ARG05_81,2,243,177,95,73,275,314,207,199,163,114,226,98,165,284,113,156,219
ARG05_81a,ARG05_81,2,247,177,95,73,275,314,207,199,163,114,226,98,165,284,113,156,219
ARG05_81male,ARG05_81,2,247,177,95,73,275,314,207,199,163,114,223,98,165,284,113,156,219
ARG05_81male,ARG05_81,2,247,177,95,73,275,314,207,199,163,114,223,98,165,284,113,156,219
ARG05_82a,ARG05_82,2,243,177,95,76,275,312,207,199,159,116,223,98,165,284,113,156,225
ARG05_82a,ARG05_82,2,243,177,95,76,275,312,209,199,159,116,223,98,165,284,113,156,225
ARG05_82male,ARG05_82,2,NA,177,95,76,275,312,207,199,159,116,223,98,165,284,113,156,225
ARG05_82male,ARG05_82,2,NA,177,95,76,275,312,207,199,159,116,223,98,165,284,113,156,225
ARG05_83a,ARG05_83,2,243,177,95,73,275,320,207,199,161,114,223,98,165,284,113,154,219
ARG05_83a,ARG05_83,2,243,177,95,73,275,320,207,199,161,114,225,98,165,286,113,156,219
ARG05_83male,ARG05_83,2,NA,177,95,73,275,320,207,199,161,114,223,98,165,283,113,156,219
ARG05_83male,ARG05_83,2,NA,177,95,73,275,320,207,199,161,114,223,98,165,283,113,156,219
ARG05_84a,ARG05_84,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,225
ARG05_84a,ARG05_84,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_84male,ARG05_84,2,NA,177,95,73,279,314,207,199,161,114,223,98,161,283,113,154,223
ARG05_84male,ARG05_84,2,NA,177,95,73,279,314,207,199,161,114,223,98,161,283,113,154,223
ARG05_85a,ARG05_85,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_85a,ARG05_85,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_86a,ARG05_86,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_86a,ARG05_86,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_86male,ARG05_86,2,NA,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_86male,ARG05_86,2,NA,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_87a,ARG05_87,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_87a,ARG05_87,2,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_87male,ARG05_87,2,NA,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG05_87male,ARG05_87,2,NA,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,227
ARG07_98male,ARG07_98,11,NA,179,96,71,271,312,200,199,167,128,219,98,165,283,107,164,199
ARG07_98male,ARG07_98,11,NA,179,96,71,271,312,200,199,167,128,219,98,165,283,107,164,199
ARG07_99male,ARG07_99,11,NA,175,107,71,275,308,207,197,175,128,234,98,169,286,111,152,199
ARG07_99male,ARG07_99,11,NA,175,107,71,275,308,207,197,175,128,234,98,169,286,111,152,199
ARG06_111a,ARG06_111,3,243,177,95,73,275,314,207,199,161,114,223,98,165,281,115,154,209
ARG06_111a,ARG06_111,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_111male,ARG06_111,3,NA,177,95,73,275,314,207,199,161,114,223,98,165,286,113,156,225
ARG06_111male,ARG06_111,3,NA,177,95,73,275,314,207,199,161,114,223,98,165,286,113,156,225
ARG06_112a,ARG06_112,3,243,177,95,73,275,316,207,199,163,114,225,98,165,284,113,156,219
ARG06_112a,ARG06_112,3,243,177,95,76,275,316,207,199,163,116,225,98,165,284,115,156,219
ARG06_112male,ARG06_112,3,NA,177,95,76,275,314,207,199,163,114,223,98,165,284,113,156,219
ARG06_112male,ARG06_112,3,NA,177,95,76,275,314,207,199,163,114,223,98,165,284,113,156,219
ARG06_113a,ARG06_113,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,219
ARG06_113a,ARG06_113,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,219
ARG06_113male,ARG06_113,3,NA,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,219
ARG06_113male,ARG06_113,3,NA,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,219
ARG06_114a,ARG06_114,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_114a,ARG06_114,3,245,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_114male,ARG06_114,3,NA,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_114male,ARG06_114,3,NA,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_115a,ARG06_115,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,113,154,219
ARG06_115a,ARG06_115,3,243,177,95,73,275,316,207,199,161,114,223,98,165,284,113,156,219
ARG06_115male,ARG06_115,3,NA,177,95,73,275,316,207,199,161,114,223,98,165,284,113,156,219
ARG06_115male,ARG06_115,3,NA,177,95,73,275,316,207,199,161,114,223,98,165,284,113,156,219
ARG06_116a,ARG06_116,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,219
ARG06_116a,ARG06_116,3,243,177,95,73,275,314,207,199,161,116,223,98,165,284,113,156,219
ARG06_117a,ARG06_117,3,243,177,95,76,275,314,207,195,159,114,223,98,165,286,113,156,219
ARG06_117a,ARG06_117,3,243,177,95,76,275,314,207,199,159,114,223,98,165,286,113,156,219
ARG06_117male,ARG06_117,3,243,177,95,76,275,314,207,195,159,114,225,98,165,286,113,154,219
ARG06_117male,ARG06_117,3,243,177,95,76,275,314,207,195,159,114,225,98,165,286,113,154,219
ARG06_118a,ARG06_118,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_118a,ARG06_118,3,245,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_119a,ARG06_119,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,113,154,219
ARG06_119a,ARG06_119,3,247,177,95,73,275,314,207,199,161,114,223,98,165,284,115,156,225
ARG06_119male,ARG06_119,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,156,219
ARG06_119male,ARG06_119,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,156,219
ARG06_120a,ARG06_120,3,243,177,95,73,275,316,207,199,163,114,225,98,165,284,113,156,219
ARG06_120a,ARG06_120,3,243,177,95,76,275,316,207,199,163,114,225,98,165,284,115,156,219
ARG06_120male,ARG06_120,3,243,177,95,76,275,316,207,199,163,116,223,98,165,284,115,156,219
ARG06_120male,ARG06_120,3,243,177,95,76,275,316,207,199,163,116,223,98,165,284,115,156,219
ARG06_121a,ARG06_121,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_121a,ARG06_121,3,245,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_121male,ARG06_121,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_121male,ARG06_121,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,219
ARG06_122a,ARG06_122,3,245,177,95,73,275,314,207,199,159,114,223,98,161,284,115,154,225
ARG06_122a,ARG06_122,3,245,177,95,73,275,314,207,199,159,114,223,98,161,284,115,154,225
ARG06_122male,ARG06_122,3,245,177,95,73,NA,314,207,199,159,114,223,98,161,284,115,NA,NA
ARG06_122male,ARG06_122,3,245,177,95,73,NA,314,207,199,159,114,223,98,161,284,115,NA,NA
ARG06_123a,ARG06_123,3,245,177,95,73,275,314,207,199,159,114,223,98,165,284,115,154,225
ARG06_123a,ARG06_123,3,245,177,95,73,275,314,207,199,159,114,223,98,165,284,115,156,225
ARG06_123male,ARG06_123,3,243,177,95,73,NA,NA,207,199,159,114,223,98,165,284,115,156,219
ARG06_123male,ARG06_123,3,243,177,95,73,NA,NA,207,199,159,114,223,98,165,284,115,156,219
ARG06_124a,ARG06_124,3,243,177,95,73,275,314,202,199,161,114,223,98,163,284,113,156,219
ARG06_124a,ARG06_124,3,243,177,95,76,275,314,207,199,161,116,225,98,165,284,113,156,221
ARG06_124male,ARG06_124,3,243,177,95,73,275,314,207,195,159,116,225,98,165,288,113,154,219
ARG06_124male,ARG06_124,3,243,177,95,73,275,314,207,195,159,116,225,98,165,288,113,154,219
ARG06_125a,ARG06_125,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,209
ARG06_125a,ARG06_125,3,243,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,219
ARG06_125male,ARG06_125,3,243,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,209
ARG06_125male,ARG06_125,3,243,177,95,73,275,314,207,199,161,114,225,98,165,284,113,156,209
ARG06_126a,ARG06_126,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_126a,ARG06_126,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_126male,ARG06_126,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_126male,ARG06_126,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_127a,ARG06_127,3,245,177,95,73,275,314,207,199,161,114,223,98,165,284,115,154,219
ARG06_127a,ARG06_127,3,245,177,95,73,275,314,207,199,161,114,223,98,165,284,115,154,219
ARG06_127male,ARG06_127,3,245,177,95,73,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_127male,ARG06_127,3,245,177,95,73,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_128a,ARG06_128,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_128a,ARG06_128,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_128male,ARG06_128,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_128male,ARG06_128,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,115,156,219
ARG06_129a,ARG06_129,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,209
ARG06_129a,ARG06_129,3,243,177,95,73,275,314,207,199,163,114,223,98,165,286,113,156,219
ARG06_129male,ARG06_129,3,243,177,95,73,275,314,207,199,161,114,223,98,165,286,113,NA,219
ARG06_129male,ARG06_129,3,243,177,95,73,275,314,207,199,161,114,223,98,165,286,113,NA,219
ARG06_130a,ARG06_130,3,243,177,95,73,275,314,207,199,159,114,223,98,165,284,113,154,219
ARG06_130a,ARG06_130,3,243,177,95,73,275,316,207,199,159,114,223,98,165,284,115,156,219
ARG06_131a,ARG06_131,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,115,154,219
ARG06_131a,ARG06_131,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,115,154,219
ARG06_131male,ARG06_131,3,243,177,95,73,275,312,207,199,161,108,223,98,165,284,115,156,209
ARG06_131male,ARG06_131,3,243,177,95,73,275,312,207,199,161,108,223,98,165,284,115,156,209
ARG06_132a,ARG06_132,3,243,177,95,76,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG06_132a,ARG06_132,3,247,177,95,76,275,314,207,199,163,116,223,98,165,284,113,156,219
ARG06_132male,ARG06_132,3,247,177,95,73,275,314,207,199,161,114,223,98,165,NA,113,156,219
ARG06_132male,ARG06_132,3,247,177,95,73,275,314,207,199,161,114,223,98,165,NA,113,156,219
ARG06_133a,ARG06_133,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG06_133a,ARG06_133,3,247,177,95,76,275,314,207,199,161,114,225,98,165,284,113,156,219
ARG06_133male,ARG06_133,3,243,177,95,73,275,314,207,199,161,114,225,98,163,283,115,156,219
ARG06_133male,ARG06_133,3,243,177,95,73,275,314,207,199,161,114,225,98,163,283,115,156,219
ARG06_134a,ARG06_134,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG06_134a,ARG06_134,3,243,177,95,73,275,314,207,199,161,114,223,98,165,286,113,156,223
ARG06_135a,ARG06_135,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,154,219
ARG06_135a,ARG06_135,3,243,177,95,73,275,314,207,199,161,116,223,98,165,286,113,156,221
ARG06_135male,ARG06_135,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG06_135male,ARG06_135,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG06_136a,ARG06_136,3,243,177,95,73,275,314,207,199,161,114,223,98,165,284,113,156,219
ARG06_136a,ARG06_136,3,243,177,95,73,275,314,207,199,163,114,223,98,165,284,113,156,221
